title,id,activity,status
"SMTPLIB does not support """,523195,2002-02-27.16:49:15,2
"shelve update fails  on ""large"" entry",523421,2002-02-27.16:42:40,2
tests for simple list() and tuple(TUPLE),523169,2002-02-26.22:39:49,2
fcntl.ioctl on openbsd,521723,2002-02-25.17:36:44,2
test_unicodedata fails on OSX,522396,2002-02-25.16:16:01,2
test_descrtut fails on OSX,522395,2002-02-25.13:53:18,2
Tkinter d/n't complain when Tcl not foun,522033,2002-02-25.04:47:33,2
Unicode problem in Tkinter under Windows,418173,2002-02-24.16:52:35,2
PTHREAD_SCOPE_SYSTEM support for HP-UX,510825,2002-02-24.16:05:48,2
SMTP does not handle UNICODE,521270,2002-02-24.15:09:00,2
OS/2 + EMX port - library changes,450266,2002-02-24.05:46:49,2
Different extension modules share space,521854,2002-02-23.22:57:27,2
fix pychecker warnings in ast.py,521714,2002-02-23.22:36:23,2
Remove unused sys import,521670,2002-02-23.22:32:20,2
thread_pthread.h rev 2.37,521628,2002-02-23.09:13:49,2
dir() doc is old,501591,2002-02-23.04:41:02,2
Trivial Misspelling,521450,2002-02-22.15:43:06,2
urllib doesn't support passive FTP,495693,2002-02-22.14:05:25,2
multi-line print statement,512497,2002-02-22.13:17:19,2
mem leak in imaplib,507713,2002-02-22.01:20:43,2
Printing unicode,403685,2002-02-20.08:57:40,2
Invalid PyWeakref_GetObject info,520087,2002-02-20.05:08:57,2
memory leak in descr_new,520045,2002-02-19.18:14:59,2
thr.join() signatures are different,515023,2002-02-19.16:43:05,2
path in site doc refers to 1.5,515041,2002-02-19.16:42:11,2
hook method for 'is' operator,519230,2002-02-18.17:51:02,2
Unicode docstrings and new style classes,504343,2002-02-18.17:47:32,2
"Python cores with ""viewcvs"" - Cygwin",514443,2002-02-17.21:55:14,2
ceval micro optimizations,512256,2002-02-17.19:11:51,2
multi-line comment block clarification,512494,2002-02-17.16:15:06,2
remove unused parameter tkFileDialog,515597,2002-02-17.07:53:12,2
OS/2 + EMX port - PC directory files,450265,2002-02-17.07:31:07,2
reindent chokes on empty first lines,497839,2002-02-17.07:04:19,2
Optional argument for dict.popitem(),504880,2002-02-17.00:16:56,2
= (assignment) as expression,517920,2002-02-16.23:58:23,2
"can't say ""char digit"": digit is a type!",508038,2002-02-16.23:42:03,2
Implement killpg in posixmodule,511193,2002-02-16.23:35:58,2
removed unused import tkCommonDialog,515598,2002-02-16.23:17:23,2
HTTPConnection.send() fails large reques,516715,2002-02-16.23:15:28,2
test_thread: unhandled exc. in thread,516372,2002-02-16.07:27:50,2
Extraneous \ escapes in code example,517811,2002-02-15.04:22:51,2
Have getopt handle optional short args,454790,2002-02-14.22:52:33,2
urlparse (PR#286),210633,2002-02-14.18:23:19,2
expat.h not found when building in subdi,517214,2002-02-14.01:26:00,2
__del__ is not called correctly,516965,2002-02-13.17:08:14,2
Distutils patches for OS/2+EMX support,435381,2002-02-13.12:34:45,2
prevent readline filename completion,513235,2002-02-13.12:00:23,2
SyntaxError tracebacks omit filename,516712,2002-02-13.00:27:41,2
urllib2.py loses headers on redirect,511786,2002-02-11.20:47:01,2
lib/site.py remove temporary globals,515020,2002-02-11.18:34:50,2
remove pychecker warnings in bdb,515005,2002-02-11.18:26:09,2
lib/sre_parse has unused var,515022,2002-02-11.18:18:33,2
remove op global from lib/dis.py,515009,2002-02-11.18:14:29,2
lib/pickle.py remove global x,515018,2002-02-11.18:12:24,2
webbrowser.py remove temporary global,515026,2002-02-11.18:11:19,2
lib/urllib.py remove unused local,515024,2002-02-11.18:06:32,2
lib/smtpd.py print refused addresses,515021,2002-02-11.18:05:24,2
remove unused variable in lib/imputil,515012,2002-02-11.18:01:39,2
remove or 0 from lib/httplib.py,515011,2002-02-11.18:00:00,2
remove unused import in lib/cgi.py,515006,2002-02-11.17:58:05,2
cleanup lib/aifc.py,515004,2002-02-11.17:56:33,2
print result of f.tell() in test,515000,2002-02-11.17:52:34,2
problems printing multipart MIME msg,500508,2002-02-10.21:33:33,2
unused parameter removed tkFileDialog.py,515593,2002-02-10.19:07:26,2
webbrowser.py remove temporary global,515027,2002-02-08.22:24:02,2
Installation instructions are wrong,512871,2002-02-08.22:23:00,2
curses error in w.border(),514928,2002-02-08.21:33:21,2
complex not entirely immutable,514858,2002-02-08.21:27:05,2
Add base classes for numeric types,510394,2002-02-08.15:14:39,2
UTF-8: unpaired surrogates mishandled,433882,2002-02-07.11:44:25,2
memory leak in VC6++,513725,2002-02-06.14:28:40,2
Webbrowser should use IC on Mac OS X,488452,2002-02-05.23:11:05,2
findertools.reveal() broken,512660,2002-02-05.23:09:12,2
Missing Snd functions,490558,2002-02-05.22:45:15,2
IDE: sys.stdout.flush() doesn't work,511992,2002-02-04.12:46:34,2
add CGIHTTPServer error supt for Win32,511380,2002-02-04.08:27:28,2
2.2 on linux SEGV sometimes,501164,2002-02-04.06:22:28,2
muli-line comment suggestion,512490,2002-02-03.21:54:29,2
UserList.__cmp__() raises RuntimeError,511876,2002-02-02.02:35:26,2
"Installation flaky with multiple installers, old versions",220993,2002-02-01.18:30:15,2
Error calling str on subclass of int,511603,2002-02-01.15:34:41,2
bdist_wininst fails on StandaloneZODB,511055,2002-02-01.09:47:30,2
package_dir paths not converted,509288,2002-02-01.09:45:52,2
email.Utils.msgid(),499529,2002-02-01.03:32:23,2
strftime() gets timezone wrong,510218,2002-01-31.09:33:33,2
PropertyType is not defined in types.py,509965,2002-01-31.02:32:03,2
string.split docs are inconsistent,505997,2002-01-30.20:53:58,2
Assertion failed (eval_code2),499788,2002-01-30.20:14:51,2
Separate Scope for List Comprehensions,510384,2002-01-30.19:34:45,2
Enhance xrange(),510388,2002-01-30.15:50:41,2
test_curses segfaults,510644,2002-01-30.15:44:34,2
import of C-extension causes crash,508700,2002-01-29.23:44:46,2
Make generator factory a type name,510373,2002-01-29.22:26:35,2
Distutils not finding Python on Win2K,493837,2002-01-29.19:34:21,2
cheeseshop example shows wrong output,509281,2002-01-29.14:58:17,2
formatting error api/iterator.html,509215,2002-01-29.14:38:48,2
encoding error when joining path,509117,2002-01-29.10:24:04,2
tempfile.gettempdir not threadsafe,509805,2002-01-28.23:13:48,2
Need paths for Rez/DeRez in OSX Makefile,509074,2002-01-27.20:06:56,2
FreeBSD/Python 2.1.1 Segmentation fault,493183,2002-01-27.07:05:52,2
tk.splitlist does not support Unicode,507962,2002-01-26.20:22:24,2
fix (??) bug in `gc.get_referrers()',505464,2002-01-26.20:13:57,2
bug in gc.get_referrers(),505453,2002-01-26.20:12:43,2
Dynamic loading bug on HPUX,505417,2002-01-26.20:05:04,2
complex() doesn't call __complex__,508263,2002-01-26.16:44:42,2
exec does not pass on locals/globals,508476,2002-01-25.19:55:00,2
non-string __doc__/new style class prob.,507394,2002-01-25.18:09:18,2
'true' division - perceived misnormer,508269,2002-01-25.14:06:38,2
Missing .h files and compiler warnings,448481,2002-01-24.14:20:19,2
setup.py assumes existence of /usr/local,468120,2002-01-23.15:58:20,2
Typos in dynload_beos.c,496154,2002-01-23.15:53:52,2
module build dir first in test import,433775,2002-01-23.15:08:58,2
Building Fails under Cygwin,489709,2002-01-23.13:15:19,2
test_hotshot hangs under cygwin,493514,2002-01-23.11:01:29,2
setup.py - nonstandard paths,434944,2002-01-23.10:46:19,2
building shared modules,497697,2002-01-23.09:22:45,2
Extending and Embedding Section 3 rework,506545,2002-01-23.07:58:54,2
"""Extending"" uses Makefile.pre.in",500115,2002-01-23.07:58:11,2
"FTPLIB still missing ""PASV"" by default",507125,2002-01-22.19:58:15,2
Add method readfile() to class ZipFile,503592,2002-01-22.01:05:17,2
Remove PyThread_*_sema() APIs,504215,2002-01-19.22:07:05,2
Windows: Bad instructions in readme file.,505628,2002-01-19.09:40:48,2
Use METH_ constants in Modules,477750,2002-01-17.23:18:25,2
Drop old-style getargs from curses,477752,2002-01-17.23:09:30,2
makes setup.py search sys.prefix ,420565,2002-01-17.15:51:09,2
More build problems on AIX 4.3,504252,2002-01-17.12:30:58,2
Last build problems on AIX,504284,2002-01-16.15:36:26,2
python 2.2 shelve,504305,2002-01-16.11:52:56,2
python 2.2 shelve,504300,2002-01-16.11:52:24,2
python 2.2 shelve,504291,2002-01-16.11:51:53,2
thread_nt.h weird prototype,500981,2002-01-16.11:47:27,2
add plan9 ifdef to timemodule floatsleep,504225,2002-01-16.11:05:55,2
update inline docs in stringobject.c,487906,2002-01-16.10:54:43,2
More build problems on AIX 4.3,504259,2002-01-16.08:29:12,2
Python 2.1.2c1 missing a bugfix,503570,2002-01-15.23:03:07,2
new.instancemethod fails for new classes,503091,2002-01-15.19:21:45,2
"should be able to use ""else:"" with ""for""",502981,2002-01-13.14:36:08,2
signal module should include SIGINFO,502077,2002-01-12.11:44:08,2
Add --skip-build option to bdist command,414775,2002-01-12.11:28:34,2
_POSIX_THREADS not set in pyconfig.h,500924,2002-01-12.11:16:02,2
leading '\xff\xfe' w/ s.encode('utf-16'),502255,2002-01-11.10:42:22,2
gettext.install behaves strange,500595,2002-01-11.06:37:59,2
Correct LFS compilation documentation,502023,2002-01-10.22:38:53,2
traceback problem,501623,2002-01-10.21:55:49,2
cPickle cannot pickle time.localtime tup,501830,2002-01-10.15:53:37,2
pickle/cPickle EOL incompatibility,501795,2002-01-10.14:41:31,2
python2.1.1 SEGV in GC on Solaris 2.7,471942,2002-01-10.14:37:23,2
active_limbo_lock error at program exit,497111,2002-01-10.12:49:42,2
problems with divising,501288,2002-01-09.18:40:09,2
Metaproperties,501264,2002-01-09.14:03:23,2
Fix for buggy https servers.,499939,2002-01-09.10:29:49,2
Work around for buggy https servers,499940,2002-01-09.10:28:11,2
2.2 is missing Misc/Makefile.pre.in?,497042,2002-01-08.22:08:36,2
"round (,) errors?",500626,2002-01-08.21:57:55,2
PyObject_DelItemString missing,500441,2002-01-07.22:59:39,2
Security fix: webbrowser.py,500401,2002-01-07.15:32:07,2
imaplib.Time2Internaldate is broken,499169,2002-01-06.17:29:20,2
Add built-in generator factory function,500078,2002-01-06.08:25:13,2
add POST support to webbrowser module,498855,2002-01-06.03:45:12,2
SyntaxError reports wrong module name,498828,2002-01-05.21:41:56,2
base64 mishandles binary on Win32,498124,2002-01-05.11:00:52,2
PyMapping_DelItemString doesn't exists,498915,2002-01-05.10:53:57,2
Typo in rfc822 library docs.,497951,2002-01-05.04:03:40,2
Tiny bug in lib doc 16.1.2.2,499505,2002-01-05.03:58:15,2
cgi.py sometimes ignores QUERY_STRING,411612,2002-01-04.16:53:31,2
select module: Bug in select.select() (PR#365),210667,2002-01-04.05:15:00,2
dl module and flags,497126,2002-01-01.20:20:09,2
diffs for Windows CE - Include/Opcode.h,494783,2002-01-01.20:04:04,2
updated test_file.py,494867,2002-01-01.19:11:50,2
file.xreadlines() should raise exception,494863,2002-01-01.19:08:58,2
build support for GNU/Hurd,497098,2002-01-01.18:47:16,2
"unicode, tkfiledialog.py",496084,2001-12-30.14:46:31,2
support comparison of complex #s in fcmp,497487,2001-12-29.14:35:16,2
can't deepcopy recursive new objects,497426,2001-12-29.04:40:29,2
urllib2 on python2.2 ssl bug,494762,2001-12-29.03:10:30,2
add tests for complex numbers,494873,2001-12-29.01:02:35,2
add tests for int()/long(),494874,2001-12-29.00:35:30,2
test repr() of a built-in module,494872,2001-12-29.00:25:56,2
test invalid params to pow(),494876,2001-12-29.00:20:49,2
Problem with mpz module (gmp4),493631,2001-12-28.22:28:56,2
__slots__ does not iterate over a string,496240,2001-12-28.21:57:06,2
FD_CLOEXEC no longer available,496171,2001-12-28.21:10:40,2
Builtin min()/max() semantic changed,497410,2001-12-28.20:12:58,2
dylib & ncurses patches for Mac OS X for Python 2.1.2,481060,2001-12-27.23:45:38,2
Makefile patches for Mac OS X for Python 2.1.2...,481075,2001-12-27.23:43:48,2
"update modulator to use re, gen ansi c",496796,2001-12-27.23:39:28,2
configure.in patch for OSX,489388,2001-12-27.21:57:17,2
Don't build curses on MacOSX,496905,2001-12-27.21:52:43,2
__cmp__ method returns unexpected result,497005,2001-12-27.13:36:15,2
Echo readline() reply to stdout,496882,2001-12-27.10:32:24,2
difficult to find string interpolation,487165,2001-12-26.20:09:06,2
Unclosed verbatim environment,496215,2001-12-26.16:55:55,2
troublesome #define in pyport.h,495548,2001-12-25.19:08:15,2
"-Qnew and in-place division ""/=""",496549,2001-12-25.18:49:45,2
FP behaviour changed from 2.1.1,496104,2001-12-25.02:25:13,2
"rfc822.AddressList and ""<>"" address",495358,2001-12-23.07:02:23,2
socket.send() can do partial writes on some systems.,211710,2001-12-23.02:26:45,2
CDROM module woefully out of date,495603,2001-12-22.15:24:47,2
include TCP_CORK in socket module,495680,2001-12-22.15:07:14,2
socket.fromfd not available in Windows,495896,2001-12-21.17:46:30,2
pgen fails with unresolved symbols,495875,2001-12-21.16:32:58,2
fcntl.lockf() is broken,219486,2001-12-21.04:36:13,2
python doesn't define SIG*,495609,2001-12-21.03:59:26,2
httplib example typo,495221,2001-12-21.03:52:52,2
Documentation strings should end with a ,495601,2001-12-21.03:49:31,2
os.spawnlp not supported under Windows,495191,2001-12-20.17:24:49,2
cgitb docs and consistency fix,494582,2001-12-20.17:14:48,2
2.2c1 framework install incomplete,495369,2001-12-20.12:02:18,2
Crash calling os.stat with a trailing \,495021,2001-12-20.06:15:14,2
evaluating integers inconsistently,495094,2001-12-19.20:50:49,2
Missing --disable-unicode patch,494384,2001-12-19.20:29:30,2
Cannot pickle a class with a metaclass,494904,2001-12-19.16:58:11,2
2.2c1 configure bug,493959,2001-12-19.09:25:12,2
Python 2.2b2 bdist_wininst crashes,483982,2001-12-19.07:27:49,2
binascii_b2a_base64 overwrites memory,494738,2001-12-19.04:44:41,2
PUSH() should assert-fail on overflow,494668,2001-12-19.04:11:33,2
import not pythonic in 2.1.1,493628,2001-12-18.17:04:29,2
no docs for pydoc,420498,2001-12-18.16:36:17,2
pydoc library documentation,494622,2001-12-18.16:34:41,2
Memory leaks in 2.2c1?,494320,2001-12-18.16:07:41,2
pydoc library documentation,494620,2001-12-18.15:33:11,2
Simple CarbonEvt.GetEventParameter implementation,494553,2001-12-18.12:33:53,2
warn about $(CONFINCLUDEPY)/config.h,494100,2001-12-17.20:38:22,2
removes def of HAVE_WCHAR_H in header,494048,2001-12-17.19:22:49,2
trivial typo in Lib/site.py,494098,2001-12-17.15:40:49,2
Attribute Search in MRO w/o tp_getattr,493462,2001-12-17.14:45:35,2
"access to st_rdev,st_blocks,st_blksize",494065,2001-12-17.04:29:14,2
docstrings for staticmethod/classmethod,493452,2001-12-17.02:54:14,2
_PyEval_SliceIndex vs NULL,493936,2001-12-16.19:45:29,2
"""Type Methods"" section cut off",493415,2001-12-16.16:52:48,2
IRIX 6.5 bus error,493815,2001-12-16.08:12:24,2
2 Bugfixes for 2.2c1 (RISC OS specific),493739,2001-12-15.22:13:49,2
Installing Python2.2b2 compileall hangs,493700,2001-12-15.18:33:18,2
https error,493493,2001-12-15.05:29:35,2
incorrect format string descrobject.c,493561,2001-12-15.05:26:20,2
delbitset() unused,493548,2001-12-15.04:58:44,2
https error,493496,2001-12-14.23:01:38,2
smtplib mishandles SMTP disconnects,487310,2001-12-14.16:48:26,2
Integrate Pynche enhancements,482631,2001-12-14.16:16:24,2
"distutils, shared libraries and Mac OS X",492496,2001-12-14.14:52:02,2
mac support broken?,492665,2001-12-14.14:31:38,2
time() returns a negative value,492743,2001-12-14.13:45:34,2
os.popen() seg faults on FreeBSD 5 ,488730,2001-12-14.05:02:00,2
New-style class with only classic bases,492345,2001-12-14.04:19:43,2
Fink Patch for Python 2.2,492301,2001-12-13.22:05:48,2
exec() segfaults on closure's func_code,492403,2001-12-13.20:04:13,2
"Tkinter crash on Win2000, OK on UNIX",480325,2001-12-13.20:03:55,2
fix complex() with 2 string args,479551,2001-12-13.19:58:59,2
bad link David Ascher's compile.py script ,221671,2001-12-13.17:25:44,2
test_socket fails when compiled with threads (HP-UX),479981,2001-12-13.15:42:09,2
Cascading menu bug on Linux,492386,2001-12-13.15:20:09,2
"Import from Zip Archive, Obsolete",483466,2001-12-12.22:44:09,2
Zip importing; do NOT install,476047,2001-12-12.22:42:31,2
_cursesmodules.c does not build on MacOSX,457633,2001-12-12.13:20:38,2
ScrolledText.py has TabError,491953,2001-12-12.12:48:38,2
"actual-parameters *arg, **kws not doc'd",429329,2001-12-12.11:57:29,2
Generators should be in the document,488264,2001-12-12.06:07:47,2
Create parsermodule.h,410161,2001-12-12.05:43:39,2
calendar.isleap should return 1 not true,485794,2001-12-12.05:41:52,2
Support for smoother debugging of C exts,456738,2001-12-12.05:33:21,2
interpreter crash when import .so fails w/ Purify,472642,2001-12-12.05:32:32,2
PyMapping_DelItem[String]() is broken,431000,2001-12-12.05:31:54,2
Memory leaks using imp.load_module,227699,2001-12-12.05:28:09,2
death module,410395,2001-12-12.05:22:34,2
urllib doesn't handle proxy exceptions,445815,2001-12-12.05:14:54,2
sharedinstall must use $prefix,434008,2001-12-12.05:14:51,2
Assignment to () should be legal,476858,2001-12-11.22:47:12,2
Eliminate redundant code in PyString_Fro,491736,2001-12-11.21:31:22,2
Changes strncpy to memcpy for opt,491401,2001-12-11.20:38:33,2
Changes static strcpy to memcpy,491351,2001-12-11.20:37:57,2
SystemError with WeakKeyDictionary,478534,2001-12-11.19:29:28,2
PyDict_UpdateFromSeq2() unused,491415,2001-12-11.18:52:16,2
OpenUNIX 8: No Compile/Run,490453,2001-12-11.18:49:21,2
*a and **k in call arglist undocumented?,491567,2001-12-11.15:06:54,2
Python 2.1 build fails on hp-ux 11,430753,2001-12-11.14:22:06,2
popen4 fails if cmd is unicode.,481218,2001-12-11.14:16:50,2
